opp_id,opp_name,account_name,partner_name,opp_type,region,product,stage,amount_usd,partner_margin_usd,created_date,close_date,sales_rep,partner_tier
OPP-0168,Enterprise_110 - Analytics Cloud Expansion,Enterprise_110,,MSP,EMEA,Data Intelligence,Closed Won,139752,,2024-11-13,2024-12-16,Jordan Brooks,2
OPP-0169,Enterprise_120 - Cognizant Technology Solutions Allocation,Enterprise_120,,,EMEA,Data Intelligence,Closed Won,98401,,2024-09-20,2024-09-21,Jordan Brooks,2
OPP-0170,Enterprise_191 - Cognizant Allocation,Enterprise_191,Cognizant Technology Solutions,MSP,APAC,Data Intelligence,Closed Won,117740,,2024-08-08,2024-09-21,Jordan Brooks,2
OPP-0171,Enterprise_112 - MSP Deployment,Enterprise_112,WIPRO,,North America,Data Intelligence,Closed Won,50502,,2024-08-26,2024-10-13,Jamie Torres,2
OPP-0172,Enterprise_129 - MSP Deployment,Enterprise_129,,MSP,EMEA,Data Intelligence,Closed Won,67836,,2024-11-22,2025-01-13,Jamie Torres,2
OPP-0173,Enterprise_116 - Data Intelligence Expansion,Enterprise_116,Deloitte Consulting,,LATAM,Analytics Cloud,Closed Won,50645,,2025-03-07,2025-03-07,Alex Kim,1
OPP-0174,Enterprise_193 - MSP Deployment,Enterprise_193,,,LATAM,Governance Suite,Qualification,,,2024-07-18,,Sam Patel,1
OPP-0175,Enterprise_216 - Infosys BPM Allocation,Enterprise_216,Infosys,,North America,Governance Suite,Closed Won,90635,,2025-02-05,2025-03-28,Morgan Lee,1
OPP-0176,Enterprise_166 - MSP Deployment,Enterprise_166,,,APAC,Governance Suite,Closed Won,80117,,2024-10-05,2024-10-27,Riley Chen,1
OPP-0177,Enterprise_212 - Data Intelligence Expansion,Enterprise_212,,,EMEA,Analytics Cloud,Closed Won,70224,,2024-08-24,2024-08-27,Morgan Lee,2
OPP-0178,Enterprise_172 - MSP Deployment,Enterprise_172,,MSP,LATAM,Analytics Cloud,Closed Won,189868,,2025-02-09,2025-03-17,Riley Chen,2
OPP-0179,Enterprise_113 - Analytics Cloud Expansion,Enterprise_113,Cognizant Technology Solutions,,APAC,Data Intelligence,Closed Won,25749,,2024-07-18,2024-08-06,Jordan Brooks,2
OPP-0180,Enterprise_246 - Cognizant Technology Solutions Allocation,Enterprise_246,,Direct,EMEA,Data Intelligence,Closed Lost,28593,,2024-06-27,2024-08-22,Jamie Torres,2
OPP-0181,Enterprise_163 - Wipro Technologies Allocation,Enterprise_163,Wipro Technologies,MSP,EMEA,Governance Suite,Closed Won,44581,,2024-10-03,2024-10-26,Morgan Lee,2
OPP-0182,Enterprise_229 - Wipro Allocation,Enterprise_229,,,APAC,Governance Suite,Closed Won,22489,,2025-02-23,2025-02-27,Jamie Torres,2
OPP-0183,Enterprise_206 - Wipro Technologies Allocation,Enterprise_206,Wipro Technologies,MSP,North America,Governance Suite,Qualification,,,2024-12-20,,Morgan Lee,2
OPP-0184,Enterprise_175 - WIPRO Allocation,Enterprise_175,Wipro,MSP,EMEA,Governance Suite,Closed Won,51088,,2025-01-16,2025-02-18,Jordan Brooks,2
OPP-0185,Enterprise_198 - Deloitte Allocation,Enterprise_198,Deloitte,Direct,North America,Analytics Cloud,Qualification,,,2024-05-29,,Jordan Brooks,1
OPP-0186,Enterprise_207 - Data Intelligence Expansion,Enterprise_207,,,EMEA,Analytics Cloud,Closed Won,10651,,2024-11-14,2025-01-13,Alex Kim,1
OPP-0187,Enterprise_105 - Analytics Cloud Expansion,Enterprise_105,,MSP,APAC,Analytics Cloud,Closed Won,14841,,2024-06-17,2024-07-07,Riley Chen,1
OPP-0188,Enterprise_247 - MSP Deployment,Enterprise_247,Infosys BPM,MSP,LATAM,Data Intelligence,Closed Won,55059,,2025-03-03,2025-03-28,Morgan Lee,1
OPP-0189,Enterprise_201 - Infosys Allocation,Enterprise_201,,MSP,EMEA,Data Intelligence,Closed Won,98105,,2025-03-29,2025-03-31,Jordan Brooks,1
OPP-0190,Enterprise_164 - Infosys Allocation,Enterprise_164,,,APAC,Data Intelligence,Closed Won,103599,,2025-03-20,2025-03-20,Sam Patel,1
OPP-0191,Enterprise_233 - Infosys BPM Allocation,Enterprise_233,Infosys BPM,MSP,LATAM,Data Intelligence,Closed Won,81122,,2025-02-25,2025-03-16,Sam Patel,1
OPP-0192,Enterprise_189 - WIPRO Allocation,Enterprise_189,,,LATAM,Data Intelligence,Closed Won,126361,,2024-08-21,2024-08-25,Morgan Lee,2
OPP-0193,Enterprise_104 - Wipro Allocation,Enterprise_104,,MSP,LATAM,Data Intelligence,Closed Won,55878,,2024-10-28,2024-11-14,Sam Patel,2
OPP-0194,Enterprise_225 - MSP Deployment,Enterprise_225,Wipro,MSP,LATAM,Data Intelligence,Closed Won,62187,,2025-01-30,2025-02-28,Alex Kim,2
OPP-0195,Enterprise_237 - Analytics Cloud Expansion,Enterprise_237,Infosys,,North America,ML Platform,Proposal,,,2024-12-31,,Jamie Torres,1
OPP-0196,Enterprise_212 - Governance Suite Expansion,Enterprise_212,,MSP,LATAM,ML Platform,Closed Won,16771,,2025-02-10,2025-03-28,Morgan Lee,1
OPP-0197,Enterprise_139 - MSP Deployment,Enterprise_139,,Direct,APAC,ML Platform,Closed Won,37517,,2025-01-25,2025-02-01,Jamie Torres,2
OPP-0198,Enterprise_141 - Governance Suite Expansion,Enterprise_141,,,LATAM,Governance Suite,Closed Won,54253,,2025-03-18,2025-03-26,Riley Chen,2
OPP-0199,Enterprise_232 - MSP Deployment,Enterprise_232,,Direct,APAC,Governance Suite,Closed Won,28792,,2024-10-12,2024-11-28,Riley Chen,2
OPP-0200,Enterprise_193 - MSP Deployment,Enterprise_193,WIPRO,MSP,EMEA,Governance Suite,Closed Won,58260,,2024-03-26,2024-05-19,Riley Chen,2
OPP-0201,Enterprise_130 - Deloitte Allocation,Enterprise_130,,MSP,LATAM,Governance Suite,Closed Won,60515,,2025-02-13,2025-03-24,Riley Chen,1
OPP-0202,Enterprise_134 - MSP Deployment,Enterprise_134,,MSP,EMEA,Governance Suite,Closed Won,27421,,2024-08-21,2024-10-06,Alex Kim,1
OPP-0203,Enterprise_164 - Deloitte Consulting Allocation,Enterprise_164,Deloitte Digital,,APAC,Governance Suite,Closed Won,58838,,2025-02-26,2025-03-15,Jamie Torres,1
OPP-0204,Enterprise_175 - Accenture Inc Allocation,Enterprise_175,Accenture LLP,MSP,EMEA,ML Platform,Closed Won,45482,,2024-11-24,2025-01-20,Jamie Torres,1
OPP-0205,Enterprise_148 - Accenture Inc Allocation,Enterprise_148,,MSP,APAC,ML Platform,Closed Lost,135543,,2024-03-25,2024-05-17,Alex Kim,1
OPP-0206,Enterprise_127 - MSP Deployment,Enterprise_127,,MSP,EMEA,ML Platform,Closed Won,117015,,2024-06-02,2024-07-30,Riley Chen,1
OPP-0207,Enterprise_155 - Data Intelligence Expansion,Enterprise_155,Cognizant Technology Solutions,,North America,Analytics Cloud,Closed Won,74680,,2024-08-04,2024-08-29,Jamie Torres,2
OPP-0208,Enterprise_144 - Cognizant Allocation,Enterprise_144,,,LATAM,Analytics Cloud,Closed Won,35688,,2024-04-07,2024-05-09,Jamie Torres,2
OPP-0209,Enterprise_212 - MSP Deployment,Enterprise_212,,Direct,EMEA,Analytics Cloud,Closed Won,61280,,2024-09-07,2024-09-28,Jordan Brooks,2
OPP-0210,Enterprise_108 - Governance Suite Expansion,Enterprise_108,,Direct,APAC,Analytics Cloud,Proposal,,,2024-10-22,,Jordan Brooks,2
OPP-0211,Enterprise_193 - Deloitte Digital Allocation,Enterprise_193,,,LATAM,Data Intelligence,Closed Won,41101,,2024-10-23,2024-11-06,Jordan Brooks,1
OPP-0212,Enterprise_158 - MSP Deployment,Enterprise_158,,,LATAM,Data Intelligence,Closed Won,142218,,2025-02-26,2025-03-12,Sam Patel,2
OPP-0213,Enterprise_176 - MSP Deployment,Enterprise_176,Cognizant Technology Solutions,MSP,North America,Data Intelligence,Qualification,,,2024-12-26,,Alex Kim,2
OPP-0214,Enterprise_157 - Cognizant Technology Solutions Allocation,Enterprise_157,,Direct,APAC,Data Intelligence,Qualification,,,2025-01-27,,Sam Patel,2
OPP-0215,Enterprise_134 - MSP Deployment,Enterprise_134,,MSP,APAC,Analytics Cloud,Closed Won,44702,,2024-05-19,2024-07-14,Riley Chen,1
OPP-0216,Enterprise_166 - Data Intelligence Expansion,Enterprise_166,Cognizant,,North America,Data Intelligence,Closed Won,17080,,2024-10-18,2024-10-31,Alex Kim,2
OPP-0217,Enterprise_121 - Cognizant Allocation,Enterprise_121,Cognizant,MSP,APAC,Data Intelligence,Closed Won,32701,,2024-12-18,2025-01-03,Sam Patel,2
OPP-0218,Enterprise_119 - Deloitte Allocation,Enterprise_119,Deloitte Digital,MSP,APAC,Analytics Cloud,Closed Won,52292,,2024-12-28,2025-01-27,Riley Chen,1
OPP-0219,Enterprise_102 - Deloitte Digital Allocation,Enterprise_102,,MSP,LATAM,Analytics Cloud,Closed Won,84091,,2024-12-23,2025-01-29,Sam Patel,1
OPP-0220,Enterprise_245 - WIPRO Allocation,Enterprise_245,,MSP,North America,Governance Suite,Closed Won,75659,,2025-01-19,2025-03-10,Jamie Torres,2
OPP-0221,Enterprise_142 - MSP Deployment,Enterprise_142,,Direct,North America,Governance Suite,Closed Won,148306,,2025-02-28,2025-03-11,Alex Kim,2
OPP-0222,Enterprise_247 - Governance Suite Expansion,Enterprise_247,,Direct,LATAM,Governance Suite,Closed Won,76163,,2025-03-18,2025-03-19,Jordan Brooks,2
OPP-0223,Enterprise_151 - MSP Deployment,Enterprise_151,,MSP,APAC,Governance Suite,Closed Lost,100594,,2024-12-20,2025-02-17,Alex Kim,2
OPP-0224,Enterprise_243 - ML Platform Expansion,Enterprise_243,,MSP,EMEA,ML Platform,Closed Lost,39232,,2025-03-06,2025-03-22,Alex Kim,2
OPP-0225,Enterprise_169 - Wipro Allocation,Enterprise_169,WIPRO,,LATAM,ML Platform,Closed Won,73357,,2024-12-18,2024-12-26,Morgan Lee,2
OPP-0226,Enterprise_107 - Wipro Technologies Allocation,Enterprise_107,,Direct,APAC,ML Platform,Closed Won,91252,,2025-03-13,2025-03-25,Riley Chen,2
OPP-0227,Enterprise_189 - Wipro Allocation,Enterprise_189,,,APAC,ML Platform,Closed Won,64777,,2025-03-12,2025-03-21,Riley Chen,2
OPP-0228,Enterprise_188 - MSP Deployment,Enterprise_188,Accenture Inc,Direct,LATAM,Analytics Cloud,Closed Won,41773,,2024-09-13,2024-10-16,Morgan Lee,1
OPP-0229,Enterprise_221 - Governance Suite Expansion,Enterprise_221,,MSP,EMEA,Analytics Cloud,Closed Won,26466,,2024-09-30,2024-10-16,Sam Patel,1
OPP-0230,Enterprise_102 - MSP Deployment,Enterprise_102,,MSP,LATAM,Analytics Cloud,Closed Won,42118,,2024-05-22,2024-06-03,Riley Chen,1
OPP-0231,Enterprise_222 - Accenture Allocation,Enterprise_222,,Direct,North America,Analytics Cloud,Closed Won,43897,,2024-07-14,2024-07-30,Jamie Torres,1
OPP-0232,Enterprise_212 - ML Platform Expansion,Enterprise_212,Accenture LLP,,North America,Governance Suite,Closed Won,86700,,2025-01-05,2025-02-07,Sam Patel,1
OPP-0233,Enterprise_128 - Governance Suite,Enterprise_166,,,LATAM,Governance Suite,Prospecting,,,2024-12-24,,Alex Kim,
OPP-0234,Enterprise_197 - Analytics Cloud,Enterprise_107,,Direct,APAC,Analytics Cloud,Prospecting,,,2024-08-22,,Alex Kim,
OPP-0235,Enterprise_158 - Data Intelligence,Enterprise_222,,Direct,North America,ML Platform,Closed Won,233000,,2024-03-31,2024-07-25,Alex Kim,
OPP-0236,Enterprise_174 - Analytics Cloud,Enterprise_143,,,EMEA,Analytics Cloud,Proposal,,,2025-02-10,,Alex Kim,
OPP-0237,Enterprise_103 - ML Platform,Enterprise_232,,Direct,APAC,Governance Suite,Negotiation,,,2025-01-13,,Jordan Brooks,
OPP-0238,Enterprise_233 - Data Intelligence,Enterprise_249,,Direct,LATAM,Data Intelligence,Closed Lost,41000,,2025-01-08,2025-02-11,Jamie Torres,
OPP-0239,Enterprise_157 - ML Platform,Enterprise_157,,Direct,North America,Analytics Cloud,Closed Won,329000,,2024-04-16,2024-07-09,Morgan Lee,
OPP-0240,Enterprise_207 - Governance Suite,Enterprise_158,,Direct,EMEA,ML Platform,Qualification,,,2024-06-12,,Jamie Torres,
OPP-0241,Enterprise_184 - Data Intelligence,Enterprise_228,,,EMEA,Governance Suite,Qualification,,,2024-12-07,,Jordan Brooks,
OPP-0242,Enterprise_172 - ML Platform,Enterprise_195,,Direct,EMEA,Governance Suite,Proposal,,,2024-08-26,,Sam Patel,
OPP-0243,Enterprise_138 - Governance Suite,Enterprise_236,,,EMEA,Analytics Cloud,Proposal,,,2024-09-10,,Jordan Brooks,
OPP-0244,Enterprise_105 - ML Platform,Enterprise_236,,Direct,APAC,ML Platform,Qualification,,,2024-08-02,,Riley Chen,
OPP-0245,Enterprise_223 - Governance Suite,Enterprise_144,,,North America,ML Platform,Proposal,,,2024-02-04,,Riley Chen,
OPP-0246,Enterprise_139 - ML Platform,Enterprise_248,,Direct,APAC,Analytics Cloud,Proposal,,,2025-03-17,,Jordan Brooks,
OPP-0247,Enterprise_232 - Governance Suite,Enterprise_165,,Direct,APAC,Analytics Cloud,Closed Won,91000,,2024-04-22,2024-07-09,Riley Chen,
OPP-0248,Enterprise_197 - Data Intelligence,Enterprise_106,,,LATAM,Analytics Cloud,Closed Won,373000,,2024-03-06,2024-06-29,Jamie Torres,
OPP-0249,Enterprise_156 - Analytics Cloud,Enterprise_144,,Direct,LATAM,ML Platform,Proposal,,,2025-03-25,,Sam Patel,
OPP-0250,Enterprise_165 - Analytics Cloud,Enterprise_200,,Direct,North America,ML Platform,Qualification,,,2024-02-22,,Jamie Torres,
OPP-0251,Enterprise_101 - Data Intelligence,Enterprise_126,,,LATAM,Data Intelligence,Proposal,,,2024-07-02,,Alex Kim,
OPP-0252,Enterprise_120 - Governance Suite,Enterprise_130,,,North America,Data Intelligence,Qualification,,,2024-04-23,,Riley Chen,
OPP-0253,Enterprise_207 - Analytics Cloud,Enterprise_189,,,APAC,ML Platform,Prospecting,,,2025-01-06,,Morgan Lee,
OPP-0254,Enterprise_245 - ML Platform,Enterprise_187,,,LATAM,Data Intelligence,Negotiation,,,2024-06-08,,Jamie Torres,
OPP-0255,Enterprise_147 - ML Platform,Enterprise_120,,Direct,APAC,Governance Suite,Closed Won,338000,,2025-03-28,2025-03-29,Riley Chen,
OPP-0256,Enterprise_149 - Governance Suite,Enterprise_111,,,APAC,ML Platform,Closed Won,158000,,2024-04-25,2024-06-24,Jamie Torres,
OPP-0257,Enterprise_115 - Governance Suite,Enterprise_147,,Direct,LATAM,Data Intelligence,Proposal,,,2024-05-15,,Riley Chen,
OPP-0258,Enterprise_193 - Governance Suite,Enterprise_104,,Direct,LATAM,Governance Suite,Closed Won,145000,,2024-01-05,2024-03-20,Morgan Lee,
OPP-0259,Enterprise_121 - ML Platform,Enterprise_215,,Direct,APAC,Data Intelligence,Closed Won,347000,,2024-09-01,2024-10-21,Jamie Torres,
OPP-0260,Enterprise_135 - ML Platform,Enterprise_200,,,LATAM,ML Platform,Closed Won,311000,,2024-11-20,2025-03-19,Jamie Torres,
OPP-0261,Enterprise_105 - Data Intelligence,Enterprise_160,,,APAC,Governance Suite,Proposal,,,2024-01-04,,Jordan Brooks,
OPP-0262,Enterprise_248 - Analytics Cloud,Enterprise_217,,Direct,LATAM,Data Intelligence,Closed Lost,203000,,2025-03-04,2025-03-14,Sam Patel,
OPP-0263,Enterprise_245 - Data Intelligence,Enterprise_210,,Direct,LATAM,Analytics Cloud,Qualification,,,2024-05-18,,Alex Kim,
OPP-0264,Enterprise_212 - ML Platform,Enterprise_146,,Direct,EMEA,ML Platform,Qualification,,,2024-07-21,,Sam Patel,
OPP-0265,Enterprise_196 - Data Intelligence,Enterprise_142,,Direct,North America,ML Platform,Negotiation,,,2025-01-06,,Alex Kim,
OPP-0266,Enterprise_152 - Governance Suite,Enterprise_135,,Direct,EMEA,Governance Suite,Proposal,,,2024-12-14,,Jamie Torres,
OPP-0267,Enterprise_174 - Analytics Cloud,Enterprise_239,,,EMEA,Analytics Cloud,Proposal,,,2024-10-29,,Morgan Lee,
OPP-0268,Enterprise_163 - Analytics Cloud,Enterprise_164,,Direct,APAC,Governance Suite,Negotiation,,,2024-03-31,,Sam Patel,
OPP-0269,Enterprise_202 - Governance Suite,Enterprise_146,,Direct,LATAM,ML Platform,Proposal,,,2024-03-22,,Jordan Brooks,
OPP-0270,Enterprise_135 - ML Platform,Enterprise_171,,,LATAM,Data Intelligence,Proposal,,,2024-01-17,,Jordan Brooks,
OPP-0271,Enterprise_129 - Governance Suite,Enterprise_132,,Direct,LATAM,Governance Suite,Closed Lost,161000,,2024-04-25,2024-05-30,Alex Kim,
OPP-0272,Enterprise_175 - ML Platform,Enterprise_228,,Direct,LATAM,Governance Suite,Closed Won,124000,,2024-02-26,2024-06-02,Riley Chen,
OPP-0273,Enterprise_192 - Analytics Cloud,Enterprise_164,,Direct,EMEA,Analytics Cloud,Closed Lost,337000,,2024-11-30,2025-01-01,Riley Chen,
OPP-0274,Enterprise_188 - Data Intelligence,Enterprise_122,,Direct,LATAM,Governance Suite,Closed Lost,167000,,2024-07-29,2024-08-20,Sam Patel,
OPP-0275,Enterprise_108 - ML Platform,Enterprise_150,,Direct,APAC,Governance Suite,Proposal,,,2024-01-22,,Alex Kim,
OPP-0276,Enterprise_190 - Data Intelligence,Enterprise_154,,Direct,North America,Analytics Cloud,Closed Won,44000,,2024-04-12,2024-05-13,Jamie Torres,
OPP-0277,Enterprise_144 - Analytics Cloud,Enterprise_181,,Direct,LATAM,Analytics Cloud,Negotiation,,,2025-02-01,,Riley Chen,
OPP-0278,Enterprise_208 - Data Intelligence,Enterprise_233,,,APAC,Analytics Cloud,Qualification,,,2025-03-23,,Sam Patel,
OPP-0279,Enterprise_149 - Data Intelligence,Enterprise_214,,,APAC,Analytics Cloud,Qualification,,,2024-08-17,,Riley Chen,
OPP-0280,Enterprise_186 - Governance Suite,Enterprise_193,,,APAC,ML Platform,Qualification,,,2024-08-16,,Jordan Brooks,
OPP-0281,Enterprise_218 - Governance Suite,Enterprise_178,,Direct,APAC,Governance Suite,Closed Won,120000,,2024-03-08,2024-04-07,Morgan Lee,
OPP-0282,Enterprise_195 - Data Intelligence,Enterprise_169,,Direct,LATAM,Data Intelligence,Prospecting,,,2024-03-23,,Riley Chen,
OPP-0283,Enterprise_113 - ML Platform,Enterprise_158,,Direct,North America,Governance Suite,Qualification,,,2024-03-12,,Jordan Brooks,
OPP-0284,Enterprise_224 - Analytics Cloud,Enterprise_122,,Direct,LATAM,Analytics Cloud,Proposal,,,2024-02-03,,Jamie Torres,
OPP-0285,Enterprise_148 - Analytics Cloud,Enterprise_220,,Direct,North America,Governance Suite,Prospecting,,,2024-03-29,,Jordan Brooks,
OPP-0286,Enterprise_226 - Governance Suite,Enterprise_155,,,EMEA,Analytics Cloud,Negotiation,,,2024-08-11,,Riley Chen,
OPP-0287,Enterprise_184 - ML Platform,Enterprise_232,,Direct,LATAM,Governance Suite,Proposal,,,2025-03-25,,Jordan Brooks,
OPP-0288,Enterprise_169 - Data Intelligence,Enterprise_172,,Direct,APAC,Governance Suite,Prospecting,,,2024-03-27,,Alex Kim,
OPP-0289,Enterprise_150 - ML Platform,Enterprise_181,,,North America,Governance Suite,Closed Won,367000,,2024-11-15,2025-02-06,Morgan Lee,
OPP-0290,Enterprise_102 - ML Platform,Enterprise_150,,Direct,EMEA,Analytics Cloud,Closed Won,166000,,2025-03-30,2025-03-30,Alex Kim,
OPP-0291,Enterprise_171 - ML Platform,Enterprise_193,,Direct,EMEA,Analytics Cloud,Qualification,,,2024-03-06,,Morgan Lee,
OPP-0292,Enterprise_210 - Data Intelligence,Enterprise_170,,Direct,LATAM,ML Platform,Proposal,,,2024-08-21,,Jordan Brooks,
